Site,Adult.Seedling,Elevation.code,Species,Individual.code,Lat.DD,Long.DD,Collection.date,Collection.day,Elevation,Soil.temp.1,Soil.temp.2,Soil.temp.3,Soil.temp.mean,Soil.temp.SD,Soil.mois.1,Soil.mois.2,Soil.mois.3,Soil.mois.mean,Soil.mois.SD,No.leaves,No.cot,Height.cm,Height.mm,Width.mm,Stem.volume.mm3,Stem.volume.cm3,Stem.thick.per.height,L.time,L.temp,L.light,QPSII,D.time,D.temp,D.light,D.FvFm,Canopy.open.per,LAI.4.ring,SPAD.1,SPAD.2,SPAD.3,SPAD.mean,SPAD.SD,Leaf.thick.1.mm,Leaf.thick.2.mm,Leaf.thick.3.mm,Leaf.thick.mean.mm,Leaf.thick.SD,Leaf.mass.fresh.g,Leaf.mass.FAA.g,Leaf.mass.dry.g,Leaf.area,Comp.Y.N.,Comp.seed.same.sp,Comp.seed.diff.sp,Comp.seed.total,Comp.adult.total,Comp.adult.metric,Comp.adult.log.metric,Height.leaf.ratio
TU6,Seedling,Top,SP,79,-13.07972222,-71.56602778,28/07/2015,6,2295,15.1,15,15.1,15.06666667,0.057735,23.8,32.1,18.7,24.86666667,6.763381797,5,0,11,110,2.375,487.3150167,0.487315017,0.215909091,13:59:00,18.2,22,0.706132362,15:20:00,18.7,0,0.548806941,5.44,4.21,26.6,21.4,27.3,25.1,3.223352292,0.179,0.197,0.193,0.189666667,0.009451631,0.064,0.064,0.012,10.07,N,NA,NA,NA,NA,NA,NA,0.454545455
TU6,Seedling,Middle,CR,104,-13.07972222,-71.56583333,28/07/2015,6,2307,14.4,14.8,14.8,14.66666667,0.23094,12.1,23.6,22.5,19.4,6.345864795,12,0,80,800,2.545,4069.634831,4.069634831,0.0318125,10:28:00,17.7,132,0.35095613,11:40:00,22.2,0,0.668648649,32.83,1.01,25.8,22.4,25.9,24.7,1.992485885,0.243,0.236,0.241,0.24,0.003605551,0.16,0.171,NA,21.179,Y,2,25,27,NA,NA,NA,0.15
TU4,Seedling,Middle,HG,469,-13.10538889,-71.58922222,25/08/2015,34,2724,13.5,13.3,13.4,13.4,0.1,56.3,74.1,39.7,56.7,17.20348802,9,0,35,350,4.025,4453.379392,4.453379392,0.115,11:10:00,14.1,27,0.728501229,0.478472222,14.2,0,0.778935185,8.74,3.21,46.2,45.2,41.5,44.3,2.475883681,0.325,0.311,0.294,0.31,0.015524175,0.341,0.321,NA,81.022,N,NA,NA,NA,NA,NA,NA,0.257142857
TU4,Seedling,Middle,HG,483,-13.10502778,-71.58866667,25/08/2015,34,2724,13,13.2,13.3,13.16666667,0.152753,62,39.4,49.3,50.23333333,11.32887167,9,0,27,270,3.921,3260.223174,3.260223174,0.145222222,11:19:00,13.7,7,0.761099366,11:46:00,14.9,0,0.792035398,7.84,2.73,45.9,45.1,45.9,45.63333333,0.461880215,0.308,0.301,0.306,0.305,0.003605551,0.306,0.432,NA,5.858,Y,0,70,70,3,21.69589751,1.336377621,0.333333333
TU4,Seedling,Middle,HG,478,-13.10522222,-71.58902778,25/08/2015,34,2727,12.8,13,13.2,13,0.2,36.7,48.8,68.9,51.46666667,16.26478814,8,0,28,280,2.344,1208.267593,1.208267593,0.083714286,11:14:00,14.1,16,0.728453365,11:40:00,15,0,0.770652174,7.5,3.68,34,33.9,32,33.3,1.126942767,0.297,0.267,0.254,0.272666667,0.022052967,0.159,0.153,NA,198.899,N,NA,NA,NA,NA,NA,NA,0.285714286
TU4,Seedling,Middle,HG,482,-13.10502778,-71.58875,25/08/2015,34,2727,12.8,12.8,12.8,12.8,0,40.2,50.4,40.5,43.7,5.804308744,6,0,32,320,3.355,2828.947636,2.828947636,0.10484375,11:18:00,13.3,9,0.775881684,11:45:00,14.7,0,0.79396462,6.83,3.35,41,40.9,44.8,42.23333333,2.223360819,0.287,0.283,0.292,0.287333333,0.00450925,0.337,0.35,NA,12.483,Y,0,60,60,4,22.81349378,1.3581918,0.1875
TU4,Seedling,Middle,HG,477,-13.10522222,-71.58902778,25/08/2015,34,2727,12.5,12.7,12.9,12.7,0.2,48.7,38.5,37.7,41.63333333,6.132971004,8,0,17,170,2.512,842.5158364,0.842515836,0.147764706,11:14:00,13.9,16,0.734288864,11:39:00,14.7,0,0.76754386,7.16,3.51,25.2,31.5,30.1,28.93333333,3.308070938,0.265,0.264,0.279,0.269333333,0.008386497,0.255,NA,NA,163.106,Y,0,30,30,3,14.20615385,1.152476514,0.470588235
TU4,Seedling,Middle,HG,475,-13.10525,-71.58905556,25/08/2015,34,2727,12.9,13.1,13.3,13.1,0.2,21.6,28.4,21.8,23.93333333,3.869539163,6,0,16,160,2.401,724.4262588,0.724426259,0.1500625,11:13:00,13.7,7,0.768498943,11:37:00,14.6,0,0.78807947,5.89,3.12,32.2,33.1,33.3,32.86666667,0.585946528,0.245,0.243,0.249,0.245666667,0.00305505,0.092,0.094,NA,145.648,Y,0,54,54,5,22.47810936,1.35175978,0.375
TU4,Seedling,Middle,HG,476,-13.10525,-71.58905556,25/08/2015,34,2727,13.1,13.1,12.8,13,0.173205,45.3,29.1,43.4,39.26666667,8.855694966,8,0,18,180,3.303,1542.337911,1.542337911,0.1835,11:12:00,13.7,8,0.757940854,11:36:00,14.4,0,0.787192118,7.52,3.03,40.9,42.7,40.3,41.3,1.2489996,0.354,0.305,0.324,0.327666667,0.024704925,0.21,0.278,NA,181.892,N,NA,NA,NA,NA,NA,NA,0.444444444
TU4,Seedling,Middle,HG,473,-13.10527778,-71.58908333,25/08/2015,34,2728,13,12.9,13.1,13,0.1,45.1,49,31.5,41.86666667,9.187128677,8,0,16,160,2.633,871.1873933,0.871187393,0.1645625,11:11:00,13.6,10,0.740384615,11:34:00,14.6,0,0.761476148,7.71,3.04,29.1,28,28.4,28.5,0.556776436,0.232,0.233,0.209,0.224666667,0.013576941,0.072,0.099,NA,10.07,Y,2,32,34,4,16.16194084,1.208493513,0.5
TU4,Seedling,Middle,HG,474,-13.10525,-71.58908333,25/08/2015,34,2728,12.9,13.1,13.2,13.06666667,0.152753,35.2,37.1,41.1,37.8,3.011644069,7,0,24,240,4.024,3052.228668,3.052228668,0.167666667,11:12:00,13.7,16,0.746014878,11:35:00,14.4,0,0.808823529,7.78,3.2,34.5,34.9,35.8,35.06666667,0.665832812,0.269,0.268,0.301,0.279333333,0.018770544,0.327,0.406,NA,45.851,Y,0,41,41,3,18.40504278,1.264936831,0.291666667
TU4,Seedling,Top,CR,498,-13.10597222,-71.58927778,25/08/2015,34,2729,12.8,12.8,12.9,12.83333333,0.057735,45.5,39.9,48.1,44.5,4.190465368,13,0,23,230,2.065,770.2963312,0.770296331,0.089782609,12:17:00,15.6,19,0.704095112,12:44:00,18.9,0,0.728960396,6.68,3.82,44,41.4,43.3,42.9,1.345362405,0.221,0.164,0.214,0.199666667,0.031085902,0.091,0.058,NA,2.235,Y,4,42,46,7,29.97614787,1.476775822,0.565217391
TU4,Seedling,Middle,HG,470,-13.10541667,-71.58919444,25/08/2015,34,2730,12.8,13,13.1,12.96666667,0.152753,42.4,38.9,46.5,42.6,3.80394532,5,0,49,490,5.163,10258.64996,10.25864996,0.105367347,11:09:00,14.1,23,0.748314607,11:31:00,14.2,0,0.784679089,8.52,2.81,53.1,50.2,52.2,51.83333333,1.484362939,0.387,0.39,0.376,0.384333333,0.007371115,0.671,0.727,NA,17.695,Y,0,42,42,3,14.42954545,1.159252651,0.102040816
TU4,Seedling,Middle,HG,471,-13.10538889,-71.58922222,25/08/2015,34,2732,13,13.1,13.1,13.06666667,0.057735,42.2,34.9,49.9,42.33333333,7.500888836,9,0,18,180,4.125,2405.527312,2.405527312,0.229166667,11:08:00,14.1,21,0.738406659,11:30:00,14.2,0,0.776008493,7.31,3.1,31.2,34,37.3,34.16666667,3.053413391,0.294,0.34,0.303,0.312333333,0.024378953,0.18,0.211,NA,9.726,Y,0,17,17,5,15.7010101,1.195927593,0.5
TU4,Seedling,Middle,HG,472,-13.10533333,-71.58925,25/08/2015,34,2732,12.9,12.8,13.1,12.93333333,0.152753,52.7,82.4,28.2,54.43333333,27.14154257,8,0,12,120,3.84,1389.740059,1.389740059,0.32,11:10:00,13.5,11,0.768386389,11:32:00,14.5,0,0.780904523,6.61,2.88,34.1,35.1,35.9,35.03333333,0.901849951,0.291,0.266,0.28,0.279,0.012529964,0.19,0.169,NA,47.387,Y,0,33,33,5,41.68498857,1.619979687,0.666666667
TU4,Seedling,Middle,HG,481,-13.10508333,-71.58888889,25/08/2015,34,2734,13,13.1,13.1,13.06666667,0.057735,39.9,39.9,52.1,43.96666667,7.043673284,8,0,17,170,3.35,1498.402251,1.498402251,0.197058824,11:17:00,14.2,16,0.736147757,11:44:00,15.3,0,0.774916013,8.73,2.89,39.1,34.6,38.4,37.36666667,2.421432083,0.314,0.308,0.302,0.308,0.006,0.231,0.252,NA,114.194,N,NA,NA,NA,NA,NA,NA,0.470588235
TU4,Seedling,Middle,HG,479,-13.10508333,-71.58902778,25/08/2015,34,2734,13.1,13.2,13.3,13.2,0.1,35.9,26.8,32.8,31.83333333,4.62637367,10,0,11,110,2.487,534.360241,0.534360241,0.226090909,11:15:00,13.8,8,0.755469755,11:41:00,16.1,0,0.776969697,7.18,3.34,31.1,32.9,29.3,31.1,1.8,0.252,0.302,0.261,0.271666667,0.026652079,0.097,0.113,NA,198.899,N,NA,NA,NA,NA,NA,NA,0.909090909
TU4,Seedling,Middle,HG,480,-13.10508333,-71.58902778,25/08/2015,34,2734,12.8,13,13.2,13,0.2,49.4,54.1,68.3,57.26666667,9.839884823,10,0,24,240,5.575,5858.55979,5.85855979,0.232291667,11:16:00,14.2,11,0.768729642,11:43:00,14.7,0,0.771300448,6.27,3.55,29.7,37.4,37.5,34.86666667,4.474743941,0.38,0.344,0.37,0.364666667,0.018583146,0.293,0.243,NA,93.771,Y,0,50,50,2,5.974845752,0.776326698,0.416666667
TU4,Seedling,Top,CR,484,-13.10583333,-71.58947222,25/08/2015,34,2735,12.2,12.1,12.1,12.13333333,0.057735,32.4,46.8,49.9,43.03333333,9.338272503,8,0,9,90,1.254,111.154606,0.111154606,0.139333333,11:54:00,14.6,20,0.648883375,12:20:00,16.9,0,0.697513812,8.16,3.19,18.2,18.2,20.4,18.93333333,1.270170592,0.116,0.115,0.111,0.114,0.002645751,NA,0.058,NA,25.623,N,NA,NA,NA,NA,NA,NA,0.888888889
TU4,Seedling,Top,CR,486,-13.10586111,-71.58944444,25/08/2015,34,2736,12.3,12.1,12.5,12.3,0.2,38.9,41.7,38.3,39.63333333,1.814754345,7,0,23,230,3.005,1631.197962,1.631197962,0.130652174,11:56:00,15.3,8,0.718266254,12:24:00,17.7,0,0.723497268,5.91,3.56,29,27.2,24.5,26.9,2.264950331,0.126,0.117,0.09,0.111,0.018734994,0.05,NA,NA,2.823,Y,7,32,39,2,10.22843823,1.009809327,0.304347826
TU4,Seedling,Top,CR,493,-13.10586111,-71.58941667,25/08/2015,34,2737,12.7,13,12.8,12.83333333,0.152753,30.6,22.4,42.8,31.93333333,10.2651514,10,0,32,320,2.145,1156.363707,1.156363707,0.06703125,12:12:00,15.9,10,0.801104972,12:36:00,17.5,0,0.698113208,7.29,3.06,28.6,35.1,29.3,31,3.567912555,0.19,0.165,0.15,0.168333333,0.020207259,0.155,0.157,NA,2.823,Y,11,42,53,7,40.37491327,1.606111602,0.3125
TU4,Seedling,Top,CR,492,-13.10583333,-71.58938889,25/08/2015,34,2737,12.5,12.8,13,12.76666667,0.251661,25.2,14,20.9,20.03333333,5.650073746,18,0,45,450,3.4,4085.641246,4.085641246,0.075555556,12:11:00,16.2,9,0.756066411,12:35:00,17.7,0,0.743523316,6.76,2.94,41.9,44.5,42.7,43.03333333,1.331665624,0.232,0.191,0.161,0.194666667,0.035641736,0.177,0.224,NA,9.561,Y,9,42,51,2,15.30313725,1.184780473,0.4
TU4,Seedling,Top,CR,494,-13.10583333,-71.58938889,25/08/2015,34,2737,12.5,12.6,12.8,12.63333333,0.152753,35.5,20.1,34.2,29.93333333,8.540686936,6,0,24,240,1.971,732.2752768,0.732275277,0.082125,12:12:00,15.7,2,0.732620321,12:37:00,18.1,0,0.72675737,4.73,3.38,33.6,32.4,36.7,34.23333333,2.218858565,0.122,0.138,0.12,0.126666667,0.009865766,0.212,0.118,NA,78.939,N,NA,NA,NA,NA,NA,NA,0.25
TU4,Seedling,Top,CR,485,-13.10586111,-71.58947222,25/08/2015,34,2737,12.1,12.4,12.2,12.23333333,0.152753,48.9,40.5,28.5,39.3,10.25280449,8,0,11,110,1.921,318.8139354,0.318813935,0.174636364,11:55:00,14.6,25,0.58490566,12:22:00,17.8,0,0.543434343,8.15,3.02,21.3,19.4,17.4,19.36666667,1.950213664,0.222,0.223,0.24,0.228333333,0.010115994,NA,0.142,NA,4.574,Y,50,68,118,0,NA,NA,0.727272727
TU4,Seedling,Top,CR,497,-13.10597222,-71.58936111,25/08/2015,34,2739,12.5,12.4,12.5,12.46666667,0.057735,10.7,18.5,38.9,22.7,14.56159332,7,0,45,450,1.21,517.455653,0.517455653,0.026888889,12:14:00,15.2,1,0.729508197,12:39:00,20,0,0.741666667,4.71,3.7,29.2,29,32.4,30.2,1.907878403,0.102,0.11,0.091,0.101,0.009539392,NA,0.046,NA,129.645,N,NA,NA,NA,NA,NA,NA,0.155555556
TU4,Seedling,Top,CR,495,-13.10594444,-71.58936111,25/08/2015,34,2739,12.8,12.5,12.8,12.7,0.173205,41.5,29,35.3,35.26666667,6.250066666,11,0,28,280,1.74,665.8040143,0.665804014,0.062142857,12:16:00,16.8,5,0.74301676,12:42:00,18.7,0,0.731707317,5.2,3.69,36.7,27.8,37.4,33.96666667,5.351946686,0.19,0.182,0.238,0.203333333,0.030287511,0.084,0.068,NA,32.093,Y,4,16,20,3,16.03333333,1.205023822,0.392857143
TU4,Seedling,Top,CR,487,-13.10586111,-71.58944444,25/08/2015,34,2739,12.2,12.3,12.4,12.3,0.1,25.5,60,27.4,37.63333333,19.39338375,18,0,48,480,3.19,3836.29932,3.83629932,0.066458333,11:57:00,15,15,0.690210657,12:25:00,18.5,0,0.712328767,7.29,3.12,30,28.6,30.9,29.83333333,1.159022577,0.138,0.17,0.151,0.153,0.016093477,0.27,0.298,NA,14.245,Y,3,33,36,7,34.13728789,1.533229015,0.375
TU4,Seedling,Top,CR,496,-13.10594444,-71.58936111,25/08/2015,34,2739,12.5,12.5,12.4,12.46666667,0.057735,29.4,39.2,28.4,32.33333333,5.967690787,7,0,25,250,2.081,850.303664,0.850303664,0.08324,12:15:00,16,12,0.722154223,12:41:00,20,0,0.724462366,5.2,3.69,39.5,31.4,38.1,36.33333333,4.32935715,0.237,0.207,0.208,0.217333333,0.017039171,0.121,NA,NA,33.488,Y,5,36,41,2,5.186111111,0.714841817,0.28
TU4,Seedling,Top,CR,489,-13.10588889,-71.58941667,25/08/2015,34,2740,12.2,12.2,12.2,12.2,0,39.4,41.9,37.6,39.63333333,2.159475245,11,0,35,350,2.414,1601.889141,1.601889141,0.068971429,12:02:00,15.8,15,0.708232446,12:30:00,17.5,0,0.739864865,6.76,3.46,41.9,39.6,44.2,41.9,2.3,0.153,0.146,0.122,0.140333333,0.016258331,0.137,0.085,NA,81.022,Y,20,19,39,3,18.39533684,1.264707745,0.314285714
TU4,Seedling,Top,CR,490,-13.10586111,-71.58919444,25/08/2015,34,2741,12.6,12.4,12.8,12.6,0.2,17,10.7,16.4,14.7,3.47706773,11,0,36,360,2.035,1170.903783,1.170903783,0.056527778,12:04:00,16,4,0.740571429,12:31:00,18.7,0,0.737217598,5.56,3.68,41.6,43.1,45.9,43.53333333,2.182506205,0.14,0.127,0.138,0.135,0.007,0.064,NA,NA,6.509,N,NA,NA,NA,NA,NA,NA,0.305555556
TU4,Seedling,Top,CR,491,-13.10586111,-71.58919444,25/08/2015,34,2741,12.8,12.6,12.7,12.7,0.1,12.7,38.8,25.2,25.56666667,13.05386277,12,0,27,270,2.349,1170.091108,1.170091108,0.087,12:03:00,16,24,0.679123711,12:32:00,18,0,0.697247706,7.22,4.04,26.8,25.1,28.3,26.73333333,1.601041328,0.18,0.132,0.227,0.179666667,0.047500877,0.205,0.132,NA,10.07,N,NA,NA,NA,NA,NA,NA,0.444444444
TU4,Seedling,Top,CR,488,-13.10586111,-71.58944444,25/08/2015,34,2742,12.3,12,12.1,12.13333333,0.152753,61.3,41.5,71.4,58.06666667,15.2099748,14,0,32,320,2.073,1080.036577,1.080036577,0.06478125,11:59:00,15.2,21,0.703271028,12:28:00,18.2,0,0.742424242,7.62,3.72,41.5,41,37.3,39.93333333,2.294195574,0.139,0.156,0.124,0.139666667,0.016010413,0.132,0.084,NA,133.378,N,NA,NA,NA,NA,NA,NA,0.4375
TU2,Seedling,Top,HG,25,-13.11052778,-71.60405556,23/07/2015,1,3202,13.6,13.1,13.8,13.5,0.360555,78.8,47,34,53.26666667,23.04806572,6,1,13,130,5.118,26744.45774,26.74445774,0.393692308,12:10:00,12.9,5,0.702453988,12:30:00,13.2,0,0.795223577,7.33,2.82,35.6,41.7,41.4,39.56666667,3.438507428,0.337,0.34,0.355,0.344,0.009643651,0.757,0.575,0.119,39.71,Y,1,28,29,2,8.163980632,0.911901966,0.461538462
TU2,Seedling,Top,HG,32,-13.11038889,-71.60408333,23/07/2015,1,3206,13.2,13.5,13.6,13.43333333,0.208167,39.7,33.8,14.4,29.3,13.23669143,7,1,36,360,4.197,4980.469909,4.980469909,0.116583333,13:30:00,14.5,16,0.778515625,14:17:00,14.2,0,0.812121212,6.95,3.25,33.5,33.9,38.2,35.2,2.605762844,0.285,0.289,0.323,0.299,0.020880613,0.364,0.519,0.079,27.27,Y,0,33,33,3,19.30035429,1.285565281,0.194444444
TU2,Seedling,Top,HG,31,-13.1105,-71.60408333,23/07/2015,1,3206,13,13.8,13.6,13.46666667,0.416333,64.9,64.9,85.4,71.73333333,11.83568052,8,2,36,360,5.667,9080.270942,9.080270942,0.157416667,13:32:00,12.5,4,0.781167109,14:09:00,13.6,0,0.801446945,7.43,3,36.2,35.4,36.1,35.9,0.435889894,0.361,0.356,0.32,0.345666667,0.022368132,0.436,0.561,0.094,32.897,Y,2,33,35,4,21.43027451,1.331027734,0.222222222
TU2,Seedling,Top,HG,30,-13.11055556,-71.60413889,23/07/2015,1,3211,13.3,13.1,13.2,13.2,0.1,34.5,21.9,28.5,28.3,6.302380503,10,3,72,720,6.761,25849.02995,25.84902995,0.093902778,13:42:00,12,6,0.775925926,14:04:00,13.4,0,0.800332779,8.88,2.59,38.2,45,42,41.73333333,3.407834112,0.445,0.432,0.394,0.423666667,0.026501572,1.124,1.311,0.21,75.58,Y,2,72,74,4,11.88040147,1.074831117,0.138888889
TU2,Seedling,Top,HG,24,-13.11047222,-71.60372222,23/07/2015,1,3211,13.3,13.6,13.8,13.56666667,0.251661,21.1,20.3,10.3,17.23333333,6.017751518,14,2,74,740,7.083,29157.88943,29.15788943,0.095716216,11:06:00,11.7,21,0.763265306,11:30:00,13.3,0,0.804365079,5.26,3.26,33.5,34.8,33.7,34,0.7,0.348,0.352,0.34,0.346666667,0.006110101,0.558,0.756,0.111,43.533,Y,1,7,8,1,3.459459459,0.539008246,0.189189189
TU2,Seedling,Top,HG,29,-13.11055556,-71.60413889,23/07/2015,1,3211,13.3,13.7,13.2,13.4,0.264575,44.1,13.6,27.5,28.4,15.26990504,13,3,46,460,8.319,25002.87569,25.00287569,0.180847826,13:41:00,11.9,4,0.792701863,14:01:00,15.4,0,0.811449159,7.01,3.63,42.4,44.6,48.3,45.1,2.981610303,0.41,0.457,0.499,0.455333333,0.044523402,0.435,0.736,0.093,37.608,Y,10,55,65,1,3.931034483,0.594506853,0.282608696
TU2,Seedling,Top,HG,26,-13.11055556,-71.60405556,23/07/2015,1,3213,13.8,13.8,13.5,13.7,0.173205,45.2,27.3,18,30.16666667,13.82473628,8,2,76,760,6.4,24449.13067,24.44913067,0.084210526,12:46:00,12.5,6,0.778947368,13:06:00,13.4,2,0.787573759,5.94,3.49,38.6,34.6,36.3,36.5,2.00748599,0.344,0.317,0.324,0.328333333,0.0140119,0.553,0.534,0.094,54.185,Y,0,44,44,2,9.073891626,0.957793588,0.105263158
TU2,Seedling,Top,HG,28,-13.11058333,-71.60405556,23/07/2015,1,3216,13.3,13.5,13.5,13.43333333,0.11547,77.9,45.9,74.6,66.13333333,17.6000947,5,0,41,410,4.195,5666.797171,5.666797171,0.102317073,12:31:00,12.2,3,0.784201954,13:50:00,12.5,0,0.808574652,7.93,3.2,38.5,45.9,40.6,41.66666667,3.813572254,0.337,0.351,0.331,0.339666667,0.010263203,0.407,0.561,0.095,28.26,Y,3,47,50,2,10.3582343,1.01528573,0.12195122
TU2,Seedling,Top,HG,23,-13.11047222,-71.60119444,23/07/2015,1,3216,13.4,13.3,13.6,13.43333333,0.152753,20,6,37.3,21.1,15.6789668,8,1,46,460,5.692,11705.16381,11.70516381,0.12373913,11:03:00,12,12,0.742283951,11:41:00,12.8,0,0.798171846,6.73,3.3,32.5,32.3,32.8,32.53333333,0.251661148,0.329,0.297,0.296,0.307333333,0.018770544,0.525,0.667,0.087,41.768,Y,2,92,94,3,15.66487112,1.194926826,0.173913043
TU2,Seedling,Top,HG,35,-13.11038889,-71.60411111,23/07/2015,1,3216,15.1,15.11,15.22,15.14333333,0.066583,39.5,39.5,69.1,49.36666667,17.08956797,6,1,22,220,3.396,1992.727551,1.992727551,0.154363636,15:14:00,11.5,1,0.688679245,15:34:00,12,0,0.696782178,6.95,3.25,30.6,29.5,29.4,29.83333333,0.665832812,0.308,0.318,0.306,0.310666667,0.006429101,0.169,0.229,0.04,14.04,N,NA,NA,NA,NA,NA,NA,0.272727273
TU2,Seedling,Top,HG,27,-13.11058333,-71.60405556,23/07/2015,1,3218,13.9,13.8,13.5,13.73333333,0.208167,35.9,41.9,43.2,40.33333333,3.894012498,10,3,55,550,7.107,21818.51566,21.81851566,0.129218182,12:44:00,12.8,4,0.80007764,13:53:00,14.5,0,0.812778603,8.25,2.82,45.6,46.8,46.8,46.4,0.692820323,0.392,0.36,0.382,0.378,0.016370706,0.617,1.204,0.144,52.035,Y,3,42,45,2,7.945187166,0.900104132,0.181818182
TU2,Seedling,Top,HG,22,-13.11038889,-71.60405556,23/07/2015,1,3224,13.3,13.3,13.2,13.26666667,0.057735,14.3,20.4,21.6,18.76666667,3.914502948,9,1,31,310,5.2,6583.521565,6.583521565,0.167741935,10:20:00,12.6,6,0.750698324,10:40:00,13.4,0,0.763297872,8.41,2.77,26.1,20.7,24,23.6,2.722131518,0.341,0.37,0.373,0.361333333,0.017672955,0.292,0.437,0.055,22.207,Y,0,132,132,3,45.34240874,1.656504588,0.290322581
